_id,search_text,title,link,description,comp_name,email,keywords,founded_year,revenue,funding,No_of_employees,headquarters,telephone_number,contact_person,address,type_or_sector
5eb646ce3b4442b4da91c057,CourseLink,Link to Content and Tools | Blackboard Help,https://help.blackboard.com/Learn/Instructor/Course_Content/Create_Content/Create_Course_Materials/Link_to_Content_and_Tools,A course link is a shortcut to an existing area  tool  or item in a course. Example: Link to assignments. You can create all assignments in their own content area.,CourseLink,['None'],"['courselink support courselink support', 'courselink edtech consultations courselink login', 'courselink support', 'courselink', 'courselink visitor accounts', 'courselink visitor', 'contact courselink support', 'contact courselink support modifications', 'opened courselink', 'edtech@uoguelph.ca courselink visitor accounts']",['2014'],['None'],None,['0-1'],"[' Sydney, New South Wales, Australia']",['8 (3200.0.8) 2'],"['Nafis Muntasir ', 'Associate Manager_Mastercard ...', None]",['None'],"['Education', 'Marketplace']"
5eb6479687b6932b9e6de098,www.coursesdirect.com.au,coursesdirect.com.au parked with Netfleet.com.au,http://www.coursesdirect.com.au/,coursesdirect.com.au is currently parked with Netfleet.,Courses Direct,info@coursesdirect.com.au,None,['2008'],['None'],None,['11-50'],"[' Charlestown, New South Wales, Australia']",['1800 663 989'],"['JOHN F HEISS', ' agent_active', None]","['63 Ridley St, Charlestown NSW 2290, Australia']",['Education']
5eb648bf6bc924ef46ab60da,www.cuberider.com/,Cuberider | Launchpad,https://launchpad.cuberider.com/,Launchpad. Email. Password. Sign in. Student Registration.,Cuberider,enquiries@cuberider.com,None,['2015'],['None'],None,['None'],"[' Sydney, New South Wales, Australia']",['+61408458542'],"['Solange Cunin', 'CEO', None]",['None'],"['Education', 'STEM Education']"
5eb64a8e96bdd2bbbb3287e5,devika.com/,Devika | Home,https://devika.com/,The Devika Team over the last year have completely transformed Equalution's internal processes to improve the efficiency and scalability of our business ... We ...,Devika,info@devika.com,"['vr devika', 'devika team', 'devika product', 'other devika companies', 'devika learning', 'evenness devika', 'devika logos', 'devika learning devika', 'found devika', 'planet devika']","['Apr 1, 2016']","['$10,259.00USD']",None,['11-50'],"[' Sydney, New South Wales, Australia']",['+61 1300 338 452'],"['Ken Kencevski', 'CEO', ['ken@devika.com.au', 'ken@devika.com']]","['International Towers, Tower 3, F 25 Exchange Pl, Barangaroo NSW 2000, Australia']","['Augmented Reality', 'Blockchain']"
5eb64bc810a22fecd4eca987,dienstconsulting.com/,Dienst Consulting | Where Service Meets I.T.,https://dienstconsulting.com/,Delivered Differently. At Dienst Consulting we believe that work should always “work” where you do  no matter where you are or on what ...,Dienst Consulting,['accounts@dienstconsulting.com'],"['dienst consulting', 'citrix dienst consulting', 'managed citrix dienst consulting', 'dienst consulting entities', 'email dienst consulting', 'choose dienst consulting', 'last name dienst consulting', 'archive subscribe dienst consulting', 'dienst consulting pty ltd.', 'personal information']",['2012'],['$25.4M'],$0,['11-50'],"[' Perth, Western Australia, Australia']",['+61 1300 487 378'],"['Alan Hodson', 'CEO', ['alan.hodson@dienstconsulting.com', 'alan.hodson@dienstconsulting.com.au']]","['50 St Georges Terrace, Perth WA 6000, Australia']","['Consulting', 'Information Services']"
5eb64cfc8c94747a21f39855,digiskool.co.ke/ austraila,digiSchool websites for people from 15 to 25 years old,https://www.digischoolgroup.com/en/produits,All digiSchool websites for students  high school students  junior high school ... to A levels in the UK  the HSC in Australia  or the High school diploma in the US.,digiskool.co.ke/ austraila,contact@king-theme.com,"['school management', 'total school management', 'smart school management system login form', 'stressful managerial school management issues', 'information management', 'bigbrainz defense', 'school management software email', 'digiskool app', 'digiskool detailed honor code pledge', 'digiskool office address calendar']",['None'],"['$119,474.00USD']",None,['2-10'],"[' Lavington, New South Wales, Australia']",['+254 729 46 75 99'],"['harsh shirohi ', 'Web Developer_Digiskool', None]","['COM. DESA,STR. IONITA MARINCU NR.7 207225, Desa Romania']","['Education', 'Software']"
5eb64e13158973dfa9982019,www.digistorm.com.au/,Digistorm: School Websites_ School Apps & Online Enrolments,https://www.digistorm.com.au/,Digistorm is a leading software developer of school websites  school apps  online enrolment forms and enrolment portals for K-12 schools.,Digistorm,contact@digistorm.com.au,"['school websites', 'school information', 'school website developers', 'school website documentation', 'school app modules', 'leading school systems', 'schools', 'leading k-12 school systems', 'important school app modules', 'developed school app solutions']",['2011'],['$4.5M'],$0,['11-50'],"[' Burleigh Heads, Queensland, Australia']",['+61 7 5508 2929'],"['Tim Oswald', 'Managing_Director', ['tim.oswald@digistorm.com', 'tim@digistorm.com', 'tim.oswald@digistorm.com.au', 'tim@digistorm.com.au']]","['Suite G2/2019 Gold Coast Hwy, Miami QLD 4220, Australia']","['Apps', 'CRM']"
5eb64f4ea0549166c51ca057,www.dynamicwebtraining.com.au/,Dynamic Web Training: Computer and IT Courses in Australia,https://www.dynamicwebtraining.com.au/,Dynamic Web Training is Australia's leading provider of computer training including Microsoft  Excel  Adobe  Web  XERO. Visit us for courses  date and times.,Dynamic Web Training Pty Ltd.,info@dynamicwebtraining.com.au,"['php wordpress training courses', 'training center website design using css course unit', 'training packages indesign training courses unit', 'xero training packages adobe photoshop training courses unit', 'training courses unit', 'html course unit', 'indesign training courses', 'dynamic web training courses', 'type wordpress training courses perth seo training courses', 'wordpress training packages unit']",['2000'],['$1.4M'],$2.8M,['101-250'],"[' North Sydney, New South Wales, Australia']",['+61 1300 888 724'],"['Russell Francis', 'CEO', None]","['level 12/379 Collins St, Melbourne VIC 3000, Australia']","['Consumer Electronics', 'Education']"
5eb650acab06d680d6990351,edflix.com.au/,EDflix | Crunchbase,https://www.crunchbase.com/organization/edflix,EDflix is a trusted online education service that gives HSC students unique access to videos and resources. Sydney  New South Wales  Australia.,EDflix,['info@bartonam.com'],"['top trending companies', 'private companies', 'education companies', 'innovative companies', 'revolutionary companies', 'edtech companies', 'big companies', 'portfolio companies', 'private equity funded companies', 'company tech stack']",['2017'],['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['100 118 5 14'],"['Vanessa GREEN', ' director_active', None]",['None'],"['E-Learning', 'EdTech']"
5eb651bc5fa088c453991725,edpotential.com/,EdPotential | Inquire. Analyse. Act.,https://www.edpotential.com/,EdPotential | Inquire. Analyse. Act.,EdPotential,['contact@edpotential.com'],"['student achievement', 'new zealand schools', 'assessment data', 'student performance', 'student learning', 'students', 'student performance problems', 'schools', 'many students', 'student progress']",['2016'],['$2.17 millionUSD'],None,['2-10'],['New Zealand'],['800 433 768'],"['Alan Joyce', 'CEO', None]","['Gracefield Innovation Quarter69 Gracefield Road Lower Hutt,, WELLINGTON, 5010 New Zealand']",['Computer Software']
5eb652de55de509b4a9efaf4,http://edquire.com/edquire/,edQuire - Better decisions. Better learning outcomes.,https://edquire.com/,Observe  measure & intervene in student formative computer learning. Know more about student engagement and learning behaviour.,Edquire,support@edQuire.com,"['other information', 'such information', 'other proprietary information', 'personal information', 'collected personal information', 'such other terms', 'student computer learning', 'disclosing personal information', 'such other third party sites', 'student data']",['2011'],['$1.00 millionUSD'],None,['11-50'],"[' Homebush, Queensland, Australia']",['+61 2 9787 3352'],['None'],"['Level 2 - 41/159 Arthur St, Homebush West NSW 2140, Australia']","['Computer', 'EdTech']"
5eb65433af5bcc3efe32c504,http://www.edval.com.au,Edval – Masters of Timetabling,https://www.edval.education/,logo. About Us. Overview · Integration · Testimonials. What We Do. Overview · Timetabling · Daily Organisation · Student Choices · Edval Interviews · Edval ...,Edval,sales@edval.education,"['live school timetable data', 'school timetabling software', 'schools', 'nsw schools', 'uk schools', 'many schools', 'high school', 'most schools', 'edval choice edval interviews', 'other schools']",['1998'],['None'],$0,['11-50'],"[' Surry Hills, New South Wales, Australia']",['+61 2 8203 5455'],"['Dr Tim Cooper', 'founder(s)', ['tim@edval.com.au']]",['MOUNT GAMBIER5290South AustraliaAustralia'],"['EdTech', 'Education']"
5eb6556c29c37695bc97bec4,emarkingassistant.com/,How to grade papers using Microsoft Word & eMarking ...,http://emarkingassistant.com/,Feel free to send an email to Peter.Evans@eMarkingAssistant.com or use the CHAT button on the right of most pages on this site and I can assist you. Reply ↓ ...,eMarking Assistant,info@emarkingassistant.com,"['emarking assistant using emarking assistant', 'assistant emarking assistant', 'emarking assistant', 'installing emarking assistant', 'emarking assistant podcast', 'confidence emarking assistant', 'macros emarking assistant', 'word contact emarking assistant update', 'assistant document', 'showing emarking']",['None'],['None'],None,['1-10'],"[' Canberra, Australian Capital Territory, Australia']",['+61 (0) 407 742 851'],"['Peter Evans ', 'Educational Technology Specialist ..._LinkedIn', ['peter.evans@emarkingassistant.com', 'peter@emarkingassistant.com']]",['None'],"['Education', 'Service Industry']"
5eb6567909d0de1b6b708cf8,www.equ.com.au/,Equilibrium | Perth's Leading Digital Consultancy,https://equ.com.au/,Aug 1  2019 - e: info@equ.com.au · Contact Us · Subscribe. 1 career opportunity. Join the team · LinkedIn · Instagram · Get In Touch Get in touch. Skip to main ...,Equilibrium,info@equ.com.au,"['user experience design', 'user data', 'user experience', 'website users', 'great user experience', 'stores user data', 'new users', 'customer data', 'customer experience', 'new digital experience']",['1995'],['None'],None,['11-50'],"[' East Perth, Western Australia, Australia']",['+61 1300 720 377'],"['Warren Gibbs', 'Managing_Director', ['warrengibbs@westnet.com.au']]","['5/12 Glasson Dr, Bethania QLD 4205, Australia']","['Advertising', 'Education']"
5eb657e754ee9cbe1a7388c8,essayassignmenthelp.com.au/,Assignment Help Australia - Essay Help - EssayAssignmentHelp,https://essayassignmenthelp.com.au/,Online Essay Assignment Help in Australia - Avail Services Across a Plethora of Topics. Essayassignmenthelp.com.au is australia's best essay help and ...,Essay Assignment Help,['None'],"['assignment writer assignment', 'cheap academic assignment writing help service', 'impeccable assignment writing help', 'physics assignment writing services', 'best myob assignment writing help', 'assignment papers', 'academic assignment online help', 'writing assignments', 'australia assignment help', 'unmatched quality assignment writing help']","['Aug 11, 2017']",['$2M'],$0,['51-100'],"[' Sydney, New South Wales, Australia']",['+61-3-4000-0033'],['None'],['None'],['Education']
5eb65942b46918d079adebe9,fitzroyacademy.com/,The Fitzroy Academy,https://fitzroyacademy.com/,... Purpose Code of Conduct Terms of Use Privacy Policy Contact us. Menu The Fitzroy Academy Fitzroy Academy Sign up Log in Pricing Enterprise Watch ...,Fitzroy Academy,support@fitzroyacademy.com,"['use fitzroy academy', 'fitzroy academy', 'alter fitzroy academy', 'copy fitzroy academy', 'sheets copy fitzroy academy', 'eu gdpr fitzroy academy', 'elliot costello fitzroy academy', 'specific user content', 'academy', 'fitzroy']",['2013'],['$27M'],$0,['2-10'],"[' Collingwood, Victoria, Australia']",['1300 205 170'],"['Will Dayble', 'founder', ['will@willdayble.com', 'will.dayble@gmail.com', 'will@fitzroyacademy.com']]","['88 Nicholson St, Fitzroy VIC 3065, Australia']","['E-Learning', 'EdTech']"
5eb65a927cb5b3a1ff4ae362,www.fluidlearning.com.au,Fluid First Aid: First Aid Courses & Training Brisbane,https://www.fluidlearning.com.au/,1300 976 276 hello@fluidlearning.com.au · Facebook · RSS · Facebook · RSS · 0 Items · Fluid First Aid. Courses · CPR · LVR + CPR · First Aid · Childcare First ...,Fluid Learning Courses Brisbane,hello@fluidlearning.com.au,None,['2010'],['$358.5M'],$0,['1-10'],"[' Brisbane, Queensland, Australia']",['1(300)976-276'],"['Anthony Taylor - Chief', 'CEO', None]",['None'],['Education']
5eb65b645417d406270e7e63,foundr.com/,Foundr - Learn from Proven Entrepreneurs & Startup Founders,https://foundr.com/,Looking To Build And Grow A Successful Business? Foundr is Where Modern-Day Entrepreneurs Go To Learn From Proven Founders. Home Of Foundr ...,Foundr Magazine,support@foundr.com,"['’s unpluggd', '’s plugs', 'more people', 'great people', 'many people', 'new people', 'great strategy people', 'many different people', 'different people', 'other people social skills']","['Mar 5, 2013']",['$450M'],$0,['11-50'],"[' Melbourne, Victoria, Australia']",['+2347064614569'],"['Nathan Chan', 'CEO', ['nathanhchan@hotmail.com', 'nathan@foundr.com']]","['Level 1/60 Wilson St, South Yarra VIC 3141, Australia']","['Digital Media', 'Education']"
5eb65d83728ad01002b3a5f6,www.funnelback.com,Funnelback: Home,https://www.funnelback.com/home,Funnelback is a search and insights engine that enables you to transform your business. Website Search Search outside the box with a powerful search platform ...,Funnelback,support@funnelback.com,"['funnelback searches', 'new funnelback search services', 'effective funnelback search', 'search results', 'search users', 'connect funnelback enterprise search', 'site search users', 'search experiences', 'search results pages', 'site search']",['2005'],['$10M'],$0,['51-100'],"[' Canberra, Australian Capital Territory, Australia']",['1300 036 525'],"['Brett Matson -', 'Managing_Director', ['brett@funnelback.com', 'bmatson@funnelback.com']]","['2033 6th Avenue, Suite 600 Seattle , WA 98121 United States']","['Enterprise Software', 'Information Technology']"
5eb65f2cde8cab37cd68dffd,www.navitas.com/,Navitas - leading global education provider,https://www.navitas.com/,Navitas has a course of study for you. Choose from hundreds of majors  at one of our 120 colleges in 31 countries worldwide.,Navitas,info@navitas.com,"['navitas navitas education trust', 'navitas students', 'leading global education provider navitas', 'navitas partners', 'navitas insights', 'navitas group', 'international education navitas submission', 'navitas colleges', 'best global education provider navitas submission', 'navitas response']",['1994'],['$358.5M'],$0,"['5,001-10,000']","[' Perth, Western Australia, Australia']",['+61 8 6330 1600'],"['Peter Larsen', 'founder(s)', None]","['211 Newcastle St, Perth WA 6000, Australia']",['Education']
5eb6603b6e69c6f2e1092cf8,www.gotoassignmenthelp.com/assignment-help/mana...,david230 | user details | folkd.com,http://www.folkd.com/user/david230,Results 1 - 17 of 17 - https://www.gotoassignmenthelp.com/assignment-help/mana... - Details · david230: Get 100% plagi free solution within deadline for conflict ...,gotoassignmenthelp,australianassignmenthelp1@gmail.com,"['web application development services web designing', 'web application development services', 'java web application development services', 'offshore web development services', 'offshore web development services australia', 'application development services', 'java web application development', 'asp .net web application development services', 'term paper services', 'offshore application development services']","['Apr 4, 2016']",['None'],None,['51-100'],"[' Perth, Western Australia, Australia']",['0280064390'],"['David Taylor ', 'GotoAssignmentHelp_LinkedIn', None]",['None'],['Education']
5eb661a6796445df9bfd756d,www.governanceinstitute.com.au,Governance Institute of Australia,https://web.governanceinstitute.com.au/home/,Governance Institute is the leading professional membership association ... support and empowerment of those responsible for governance and risk management.,Governance Institute of Australia,socialmedia@governanceinstitute.com.au,"['governance institute members', 'governance institute', 'governance institute certificate', 'governance institute resources', 'discussion governance institute', 'governance institute students', 'non-governance institute', 'governance institute students find', 'course information', 'governance institute ceo megan motto']",['1986'],['$14.8M'],$0,['51-100'],"[' Sydney, New South Wales, Australia']",['612 92327174'],"['MEGAN MOTTO', 'CEO', ['megan.motto@governanceinstitute.com.au', 'mmotto@governanceinstitute.com.au']]",['8 Victoria Avenue PERTH WA'],['Education']
5eb6631b245b7e033d0f92ed,www.gradchat.com,Gradchat - Your Campus Network,http://www.gradchat.com/,95% of Gradchat users prefer it to intranets or learning management systems. Create hyper engaged communities. Students; Alumni; Administration ...,Gradchat,hello@gradchat.com,"['additional privacy information', 'campus email newsletters', 'campus events', 'such aggregate information', 'amendments internal campus email', 'important information', 'profile information', 'certain information', 'demographic information', 'aggregate information']",['2016'],['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['1000 - 5000'],"['Rachna Muddagouni', 'CEO', None]",['None'],"['Communities', 'Education']"
5eb66401b0e60a643fae0467,www.gradconnection.com/,Connect with GradConnection in your country,http://www.gradconnection.com/,Choose your country from the list and we will direct you to the right GradConnection website.,Gradconnection,info@gradconnection.com,"['gradconnection gradconnection', 'job board software', 'gradconnection connect', 'gradconnection choose', 'university students', 'job search', 'career opportunities', 'jobs', 'countries', 'hong kong']",['2008'],['$1.1B'],$0,['11-50'],"[' Ultimo, New South Wales, Australia']",['+61 2 8005 0266'],"['Maudlyn Patricia Aaron', 'Director', None]","['11 York St, Sydney NSW 2000, Australia']","['EdTech', 'Education']"
5eb6651284c93e9e1b685024,www.growingup.co.nz/,Growing Up in New Zealand,http://www.growingup.co.nz/en.html,Growing Up in New Zealand is New Zealand's contemporary longitudinal study tracking the development of approximately 7000 New Zealand children from ...,Growing Up in New Zealand,contact@growingup.co.nz,"['new zealand children', 'more new zealand children', 'contemporary new zealand children', 'young new zealand children', 'new zealand preschool children', 'new zealand european children', 'new zealand longitudinal child cohort study', 'cnn child care children', 'new zealand study', 'new zealand families']",['2006'],['$3.9B'],$510.4M,"['1,001-5,000']","[' Glen Innes, New South Wales, Australia']",['0508 476 946'],"['CARTER PEARCE', 'Chief Executive Officer', None]",['3 minutes to read BAY OF PLENTY TIME'],"['Charity', 'Education']"
5eb66682dc99a524418da337,www.guiix.com,Guiix | Crunchbase,https://www.crunchbase.com/organization/guiix,Guiix is a developer of education apps for mobile platforms.,Guiix,support@guiix.com,"['apptopia crunchbase', 'apptopia crunchbase pro', 'apptopia data', 'crunchbase', 'crunchbase pro', 'crunchbase pro discover', 'crunchbase insights', 'companies', 'overview crunchbase resources', 'u.s. private company valuations']",['2011'],['None'],None,"['501-1,000']","[' Gold Coast, Queensland, Australia']",[['+61-756411191']],"['HENRY DAVID LARKIN', 'Chief Executive Officer', None]","['14 Paradise Place Surfers Paradise, QUEENSLAND, 4217 Australia']","['EdTech', 'Education']"
5eb667a554cc6bc47dbfea44,www.heropa.com,Heropa – Cloud-based Labs for Sales Demos_ POCs and ...,https://www.heropa.com/,Heropa provides you with a cloud-hosted platform to deliver hands-on labs for IT certification courses  practical assessments and to replace legacy classroom lab ...,Heropa,hello@heropa.com,"['lab environments', 'physical lab environments', 'virtual labs', 'legacy classroom lab environments', 'virtual environments', 'complex software environments', 'data centre based customer demo environments', 'labs', 'revert labs', 'online lab guides']",['2010'],['$2.2M'],$27M,['11-50'],"[' Sydney, New South Wales, Australia']",['+61 1300 308 510'],"['Jason Kinsella', 'Managing_Director', ['jason@heropa.com']]","['Level 26/1 Bligh St, Sydney NSW 2000, Australia']","['Corporate Training', 'EdTech']"
